beneficiary_id,region,household_size,num_loans,avg_loan_amount,on_time_ratio,avg_days_late,max_dpd,num_defaults,avg_kwh_30d,var_kwh_30d,seasonality_index,avg_recharge_amount,recharge_freq_30d,last_recharge_days,bill_on_time_ratio,avg_bill_delay,avg_bill_amount,education_level,occupation,asset_score,default_flag,income_band,region_encoded,education_encoded,occupation_encoded,income_band_encoded,loan_per_household,kwh_per_household,recharge_intensity,payment_reliability,financial_stability
BEN_012223,Rural,3,1,7023.0,0.664,2.0,18,0,5.0,3.0,0.8,117,2,9,0.518,1.8,185,Primary,Farmer,1,0,Very Low,0,2,0,3,2341.0,1.6666666666666667,58.5,0.591,1.0
BEN_012224,Rural,2,1,13132.0,0.627,3.5,7,0,6.8,4.8,1.15,63,1,8,0.541,0.0,50,Primary,Laborer,0,0,Very Low,0,2,1,3,6566.0,3.4,63.0,0.5840000000000001,0.0
BEN_012225,Urban,3,2,58777.0,0.667,1.5,6,0,11.3,3.8,1.19,185,5,30,0.638,2.4,545,Illiterate,Shopkeeper,3,0,Low,1,1,3,1,19592.333333333332,3.766666666666667,37.0,0.6525000000000001,3.0
BEN_012226,Rural,4,2,8197.0,0.605,29.5,25,0,28.0,21.2,1.4,200,1,20,0.616,4.8,85,Illiterate,Farmer,2,0,Medium,0,1,0,2,2049.25,7.0,200.0,0.6105,2.0
BEN_012227,Rural,6,3,28064.0,0.935,13.8,5,0,18.5,8.3,1.48,83,1,9,0.879,1.1,50,Illiterate,Laborer,3,0,Medium,0,1,1,2,4677.333333333333,3.0833333333333335,83.0,0.907,3.0
BEN_012228,Rural,5,3,21699.0,0.158,0.3,3,0,7.7,4.6,1.84,44,6,1,0.233,0.6,101,Secondary,Service,0,1,Very Low,0,3,2,3,4339.8,1.54,7.333333333333333,0.1955,0.0
BEN_012229,Rural,5,1,13180.0,0.833,6.7,10,0,19.3,4.4,1.13,104,6,0,0.858,2.6,458,Primary,Farmer,3,0,Medium,0,2,0,2,2636.0,3.8600000000000003,17.333333333333332,0.8454999999999999,3.0
BEN_012230,Rural,2,4,9038.0,0.742,6.1,4,0,37.9,13.2,1.45,243,4,8,0.617,10.8,185,Primary,Farmer,4,0,High,0,2,0,0,4519.0,18.95,60.75,0.6795,4.0
BEN_012231,Rural,4,2,10307.0,0.536,27.5,12,0,5.0,2.2,1.78,32,3,0,0.437,3.0,50,Secondary,Laborer,2,0,Low,0,3,1,1,2576.75,1.25,10.666666666666666,0.48650000000000004,2.0
BEN_012232,Urban,4,6,29264.0,0.875,11.4,7,0,118.3,36.4,1.72,329,5,3,0.816,0.3,50,Graduate,Laborer,7,0,High,1,0,1,0,7316.0,29.575,65.8,0.8454999999999999,7.0
BEN_012233,Rural,3,1,3184.0,0.635,5.3,29,1,14.3,6.6,1.58,111,2,5,0.712,0.4,504,Secondary,Farmer,2,1,Medium,0,3,0,2,1061.3333333333333,4.766666666666667,55.5,0.6735,1.0
BEN_012234,Rural,5,2,27035.0,0.995,0.2,1,0,49.1,21.7,1.45,121,1,0,0.988,0.2,389,Primary,Shopkeeper,2,0,Medium,0,2,3,2,5407.0,9.82,121.0,0.9915,2.0
BEN_012235,Rural,8,1,3889.0,0.869,5.0,0,0,18.7,5.9,0.84,124,2,20,0.934,0.3,197,Primary,Farmer,2,0,Very Low,0,2,0,3,486.125,2.3375,62.0,0.9015,2.0
BEN_012236,Urban,4,2,43603.0,0.362,61.3,28,0,128.6,18.8,2.19,527,5,15,0.311,1.0,203,Graduate,Service,10,1,High,1,0,2,0,10900.75,32.15,105.4,0.3365,10.0
BEN_012237,Urban,3,3,61230.0,0.883,4.3,53,0,57.6,8.0,1.73,110,1,9,0.734,0.2,50,Graduate,Service,2,0,Low,1,0,2,1,20410.0,19.2,110.0,0.8085,2.0
BEN_012238,Urban,2,1,30453.0,0.82,3.7,16,0,106.7,32.8,1.74,1000,4,1,0.794,0.2,50,Secondary,Shopkeeper,10,0,High,1,3,3,0,15226.5,53.35,250.0,0.8069999999999999,10.0
BEN_012239,Rural,7,1,32030.0,0.87,4.0,44,0,5.0,2.0,1.35,37,4,19,0.89,0.3,190,Primary,Farmer,1,0,Very Low,0,2,0,3,4575.714285714285,0.7142857142857143,9.25,0.88,1.0
BEN_012240,Urban,5,1,85709.0,0.985,0.6,0,0,397.7,139.3,1.4,1000,3,6,0.896,0.3,1739,Secondary,Service,10,0,High,1,3,2,0,17141.8,79.53999999999999,333.3333333333333,0.9405,10.0
BEN_012241,Rural,4,1,6936.0,0.703,13.0,30,0,52.6,15.9,1.38,207,2,8,0.751,0.7,471,Primary,Farmer,5,0,High,0,2,0,0,1734.0,13.15,103.5,0.727,5.0
BEN_012242,Rural,5,1,7116.0,0.36,29.0,14,0,33.6,18.4,1.16,160,2,1,0.342,1.8,296,Secondary,Farmer,4,0,Medium,0,3,0,2,1423.2,6.720000000000001,80.0,0.351,4.0
BEN_012243,Urban,5,2,26154.0,0.393,2.6,7,1,157.3,50.3,1.87,525,2,16,0.373,0.4,577,Secondary,Service,7,1,High,1,3,2,0,5230.8,31.46,262.5,0.383,3.5
BEN_012244,Urban,6,4,27890.0,0.875,0.5,25,0,134.0,31.5,1.78,304,5,6,0.755,0.1,444,Primary,Service,6,0,High,1,2,2,0,4648.333333333333,22.333333333333332,60.8,0.815,6.0
BEN_012245,Rural,5,1,8954.0,0.841,5.8,1,0,5.0,3.1,1.62,85,4,2,0.684,2.3,50,Graduate,Service,0,0,Low,0,0,2,1,1790.8,1.0,21.25,0.7625,0.0
BEN_012246,Rural,3,1,16776.0,0.608,2.2,18,0,28.0,15.4,1.51,241,2,0,0.523,4.3,50,Illiterate,Farmer,1,0,High,0,1,0,0,5592.0,9.333333333333334,120.5,0.5655,1.0
BEN_012247,Rural,8,1,9774.0,0.386,6.1,0,0,38.6,19.9,1.23,89,5,0,0.359,2.2,83,Secondary,Farmer,1,0,Medium,0,3,0,2,1221.75,4.825,17.8,0.3725,1.0
BEN_012248,Rural,4,1,4154.0,0.48,40.2,17,0,52.2,12.1,1.43,103,3,4,0.376,0.7,321,Primary,Farmer,3,0,High,0,2,0,0,1038.5,13.05,34.333333333333336,0.428,3.0
BEN_012249,Rural,5,3,21762.0,0.474,5.8,7,0,14.7,9.8,1.46,44,1,17,0.679,8.4,101,Primary,Shopkeeper,0,0,Very Low,0,2,3,3,4352.4,2.94,44.0,0.5765,0.0
BEN_012250,Urban,1,4,118843.0,0.867,6.6,14,0,120.6,29.0,2.64,1000,4,27,0.682,4.6,492,Graduate,Shopkeeper,10,0,High,1,0,3,0,118843.0,120.6,250.0,0.7745,10.0
BEN_012251,Rural,5,2,7176.0,0.283,3.6,1,0,13.5,5.3,1.07,55,2,24,0.367,1.3,188,Secondary,Shopkeeper,0,1,Low,0,3,3,1,1435.2,2.7,27.5,0.32499999999999996,0.0
BEN_012252,Urban,3,2,17299.0,0.999,0.0,3,0,87.9,19.5,0.89,462,4,14,1.0,0.0,683,Graduate,Service,8,0,High,1,0,2,0,5766.333333333333,29.3,115.5,0.9995,8.0
BEN_012253,Urban,4,3,23743.0,0.766,2.1,13,0,94.7,19.4,1.51,545,7,11,0.653,0.2,786,Primary,Service,5,0,High,1,2,2,0,5935.75,23.675,77.85714285714286,0.7095,5.0
BEN_012254,Rural,3,1,9582.0,0.54,0.4,19,1,43.0,25.0,1.35,315,3,10,0.393,1.8,50,Secondary,Laborer,6,1,High,0,3,1,0,3194.0,14.333333333333334,105.0,0.4665,3.0
BEN_012255,Urban,4,2,46215.0,0.878,7.8,7,0,353.9,92.1,1.1,1000,4,1,0.775,1.9,544,Secondary,Laborer,10,0,High,1,3,1,0,11553.75,88.475,250.0,0.8265,10.0
BEN_012256,Rural,4,1,24681.0,0.65,17.3,12,0,108.0,70.3,0.95,600,1,11,0.57,1.0,149,Primary,Laborer,10,0,High,0,2,1,0,6170.25,27.0,600.0,0.61,10.0
BEN_012257,Rural,3,2,9553.0,0.478,14.0,6,0,5.0,2.4,0.8,20,1,14,0.401,7.2,448,Primary,Farmer,2,0,Low,0,2,0,1,3184.3333333333335,1.6666666666666667,20.0,0.4395,2.0
BEN_012258,Rural,4,4,20108.0,0.519,3.0,5,1,5.0,2.5,1.27,81,3,18,0.503,1.6,50,Secondary,Shopkeeper,0,1,Low,0,3,3,1,5027.0,1.25,27.0,0.511,0.0
BEN_012259,Rural,3,2,43277.0,0.908,2.5,10,0,5.0,2.4,1.24,123,4,3,0.754,0.2,192,Secondary,Shopkeeper,1,0,Medium,0,3,3,2,14425.666666666666,1.6666666666666667,30.75,0.831,1.0
BEN_012260,Urban,4,2,28243.0,0.869,12.0,2,0,331.4,60.6,1.6,1000,4,1,0.87,0.7,1428,Graduate,Shopkeeper,10,0,High,1,0,3,0,7060.75,82.85,250.0,0.8694999999999999,10.0
BEN_012261,Urban,2,5,40717.0,0.965,0.8,6,0,5.0,1.2,1.44,166,2,5,0.851,0.0,50,Secondary,Shopkeeper,2,0,Low,1,3,3,1,20358.5,2.5,83.0,0.9079999999999999,2.0
BEN_012262,Rural,7,1,5910.0,0.587,3.7,20,0,25.2,19.8,0.8,27,3,30,0.43,1.4,50,Illiterate,Farmer,2,0,Medium,0,1,0,2,844.2857142857143,3.6,9.0,0.5085,2.0
BEN_012263,Urban,1,4,72614.0,0.74,15.2,82,1,12.9,4.0,2.08,95,3,5,0.735,2.1,508,Graduate,Service,2,1,Medium,1,0,2,2,72614.0,12.9,31.666666666666668,0.7375,1.0
BEN_012264,Rural,6,1,13113.0,0.462,26.6,5,0,16.2,6.8,1.15,208,2,26,0.558,3.7,99,Primary,Shopkeeper,2,0,Medium,0,2,3,2,2185.5,2.6999999999999997,104.0,0.51,2.0
BEN_012265,Urban,2,4,31100.0,0.784,5.9,5,0,48.7,18.2,2.0,449,3,7,0.653,1.1,822,Graduate,Shopkeeper,8,0,High,1,0,3,0,15550.0,24.35,149.66666666666666,0.7185,8.0
BEN_012266,Rural,7,1,9946.0,0.871,1.5,54,0,8.5,3.6,0.91,20,2,19,0.877,0.0,178,Illiterate,Farmer,0,0,Very Low,0,1,0,3,1420.857142857143,1.2142857142857142,10.0,0.874,0.0
BEN_012267,Rural,6,1,6422.0,0.911,5.3,5,0,9.2,4.2,1.49,83,1,4,0.845,1.1,270,Primary,Laborer,1,0,Low,0,2,1,1,1070.3333333333333,1.5333333333333332,83.0,0.878,1.0
BEN_012268,Rural,6,2,2583.0,0.606,5.7,8,1,27.4,8.6,1.32,147,2,4,0.589,0.7,50,Primary,Farmer,2,1,Medium,0,2,0,2,430.5,4.566666666666666,73.5,0.5974999999999999,1.0
BEN_012269,Rural,4,1,9601.0,0.751,10.2,1,0,5.0,2.8,1.24,20,3,2,0.651,3.4,50,Primary,Laborer,0,0,Very Low,0,2,1,3,2400.25,1.25,6.666666666666667,0.7010000000000001,0.0
BEN_012270,Rural,5,1,4163.0,0.63,20.3,33,0,5.0,2.4,1.48,20,4,5,0.568,8.2,112,Primary,Laborer,1,0,Very Low,0,2,1,3,832.6,1.0,5.0,0.599,1.0
BEN_012271,Urban,3,1,9696.0,0.854,4.1,2,0,205.4,46.6,1.31,1000,2,11,0.721,7.6,909,Illiterate,Laborer,10,0,High,1,1,1,0,3232.0,68.46666666666667,500.0,0.7875,10.0
BEN_012272,Rural,3,2,15785.0,0.699,4.8,0,0,5.0,3.6,2.0,20,3,5,0.53,4.8,50,Primary,Farmer,1,0,Very Low,0,2,0,3,5261.666666666667,1.6666666666666667,6.666666666666667,0.6145,1.0
BEN_012273,Urban,3,2,76884.0,0.825,10.2,50,0,5.0,0.8,2.16,20,6,1,0.719,2.9,50,Secondary,Shopkeeper,0,0,Low,1,3,3,1,25628.0,1.6666666666666667,3.3333333333333335,0.772,0.0
BEN_012274,Urban,5,2,34953.0,0.892,1.3,16,0,235.0,54.2,1.81,589,4,2,0.704,0.2,530,Secondary,Service,10,0,High,1,3,2,0,6990.6,47.0,147.25,0.798,10.0
BEN_012275,Rural,3,1,16328.0,0.238,35.3,4,1,13.9,7.0,1.77,187,3,10,0.211,0.7,50,Secondary,Farmer,3,1,Medium,0,3,0,2,5442.666666666667,4.633333333333334,62.333333333333336,0.22449999999999998,1.5
BEN_012276,Rural,5,1,19572.0,0.848,3.9,15,0,7.2,3.6,1.06,60,1,4,0.779,1.4,50,Secondary,Farmer,1,0,Very Low,0,3,0,3,3914.4,1.44,60.0,0.8135,1.0
BEN_012277,Urban,2,2,17660.0,0.977,1.1,0,0,56.7,14.9,2.34,217,6,2,1.0,0.0,439,Secondary,Laborer,2,0,Medium,1,3,1,2,8830.0,28.35,36.166666666666664,0.9884999999999999,2.0
BEN_012278,Rural,5,2,7903.0,0.867,3.1,2,0,12.5,7.9,1.81,67,2,2,0.685,2.6,185,Illiterate,Farmer,0,0,Very Low,0,1,0,3,1580.6,2.5,33.5,0.776,0.0
BEN_012279,Rural,3,5,8483.0,0.901,0.5,1,0,6.6,2.9,1.46,106,2,1,0.926,1.1,291,Primary,Laborer,0,0,Low,0,2,1,1,2827.6666666666665,2.1999999999999997,53.0,0.9135,0.0
BEN_012280,Rural,4,1,5322.0,0.704,15.6,27,0,11.1,3.7,1.62,20,3,4,0.796,0.9,50,Primary,Service,0,0,Very Low,0,2,2,3,1330.5,2.775,6.666666666666667,0.75,0.0
BEN_012281,Rural,3,3,12287.0,0.83,7.6,12,0,9.1,3.0,1.55,83,1,2,0.827,0.8,50,Secondary,Laborer,1,0,Medium,0,3,1,2,4095.6666666666665,3.033333333333333,83.0,0.8285,1.0
BEN_012282,Urban,3,3,32710.0,0.685,50.4,4,1,108.2,19.2,1.28,537,3,9,0.731,1.9,487,Graduate,Service,8,1,High,1,0,2,0,10903.333333333334,36.06666666666667,179.0,0.708,4.0
BEN_012283,Rural,6,3,5132.0,0.444,4.6,49,1,140.6,105.4,1.53,433,3,9,0.499,4.4,494,Illiterate,Laborer,9,1,High,0,1,1,0,855.3333333333334,23.433333333333334,144.33333333333334,0.47150000000000003,4.5
BEN_012284,Rural,8,2,10585.0,0.325,41.5,7,0,5.0,1.6,0.8,62,1,29,0.322,4.3,50,Secondary,Shopkeeper,3,0,Low,0,3,3,1,1323.125,0.625,62.0,0.3235,3.0
BEN_012285,Rural,6,3,17270.0,0.43,14.0,2,0,5.7,4.4,1.57,20,1,5,0.329,6.1,50,Secondary,Shopkeeper,2,0,Very Low,0,3,3,3,2878.3333333333335,0.9500000000000001,20.0,0.3795,2.0
BEN_012286,Urban,6,1,27467.0,0.87,1.3,12,0,64.5,16.6,2.22,54,8,0,0.811,3.8,282,Secondary,Service,3,0,Medium,1,3,2,2,4577.833333333333,10.75,6.75,0.8405,3.0
BEN_012287,Urban,3,5,28210.0,0.815,0.6,4,0,5.0,1.0,2.17,20,5,5,0.713,0.1,50,Graduate,Service,0,0,Very Low,1,0,2,3,9403.333333333334,1.6666666666666667,4.0,0.764,0.0
BEN_012288,Rural,6,3,12198.0,0.793,2.0,33,1,17.7,5.7,1.46,44,3,2,0.715,0.8,128,Primary,Laborer,0,1,Very Low,0,2,1,3,2033.0,2.9499999999999997,14.666666666666666,0.754,0.0
BEN_012289,Rural,5,2,13788.0,0.846,8.6,21,0,32.0,23.2,1.1,112,1,3,0.687,2.3,50,Secondary,Farmer,0,0,Medium,0,3,0,2,2757.6,6.4,112.0,0.7665,0.0
BEN_012290,Rural,3,4,13898.0,0.655,5.2,12,0,13.9,7.9,1.31,71,4,9,0.654,3.4,135,Secondary,Farmer,0,0,Medium,0,3,0,2,4632.666666666667,4.633333333333334,17.75,0.6545000000000001,0.0
BEN_012291,Rural,6,1,7882.0,0.878,6.7,3,0,46.1,16.4,1.47,179,5,7,0.759,1.8,239,Illiterate,Service,2,0,Medium,0,1,2,2,1313.6666666666667,7.683333333333334,35.8,0.8185,2.0
BEN_012292,Rural,4,4,2591.0,0.427,10.7,16,0,5.0,2.3,1.38,20,1,3,0.267,13.6,122,Primary,Farmer,0,0,Very Low,0,2,0,3,647.75,1.25,20.0,0.347,0.0
BEN_012293,Urban,2,1,43694.0,0.515,2.8,7,0,5.0,1.5,2.16,75,4,15,0.646,0.1,429,Secondary,Shopkeeper,0,0,Very Low,1,3,3,3,21847.0,2.5,18.75,0.5805,0.0
BEN_012294,Rural,4,1,7473.0,0.805,0.8,7,0,5.0,2.3,1.37,20,5,15,0.863,0.6,50,Graduate,Farmer,1,0,Low,0,0,0,1,1868.25,1.25,4.0,0.8340000000000001,1.0
BEN_012295,Rural,6,1,22314.0,0.457,13.1,1,0,5.0,3.8,1.29,20,6,1,0.403,1.2,348,Primary,Farmer,0,1,Very Low,0,2,0,3,3719.0,0.8333333333333334,3.3333333333333335,0.43000000000000005,0.0
BEN_012296,Urban,3,3,129975.15999999997,0.774,6.4,2,0,15.4,2.1,2.24,189,1,2,0.702,0.5,294,Graduate,Service,2,0,Low,1,0,2,1,66014.0,5.133333333333334,189.0,0.738,2.0
BEN_012297,Rural,7,2,23989.0,0.826,13.5,15,0,45.8,26.1,1.67,163,1,2,0.75,1.8,400,Illiterate,Farmer,2,0,Medium,0,1,0,2,3427.0,6.542857142857143,163.0,0.788,2.0
BEN_012298,Rural,5,3,13763.0,0.782,7.6,3,0,5.8,2.8,1.27,20,6,8,0.831,1.1,236,Illiterate,Farmer,0,0,Very Low,0,1,0,3,2752.6,1.16,3.3333333333333335,0.8065,0.0
BEN_012299,Rural,8,3,15953.0,0.781,5.9,13,0,27.8,19.6,1.45,122,4,10,0.83,1.3,138,Primary,Farmer,4,0,Low,0,2,0,1,1994.125,3.475,30.5,0.8055,4.0
BEN_012300,Rural,5,2,6460.0,0.584,10.7,1,0,15.0,6.0,1.34,45,1,5,0.514,7.4,234,Illiterate,Laborer,2,0,Very Low,0,1,1,3,1292.0,3.0,45.0,0.5489999999999999,2.0
BEN_012301,Urban,4,2,57885.0,0.348,24.6,4,1,60.9,20.5,1.21,106,3,8,0.378,2.6,50,Graduate,Service,2,1,Medium,1,0,2,2,14471.25,15.225,35.333333333333336,0.363,1.0
BEN_012302,Rural,3,3,26857.0,0.462,29.5,10,0,9.5,5.8,1.44,20,5,6,0.622,2.1,181,Primary,Farmer,1,0,Low,0,2,0,1,8952.333333333334,3.1666666666666665,4.0,0.542,1.0
BEN_012303,Rural,5,2,5543.0,0.623,2.7,1,0,41.7,23.3,1.18,122,4,2,0.402,0.0,50,Illiterate,Shopkeeper,4,0,Medium,0,1,3,2,1108.6,8.34,30.5,0.5125,4.0
BEN_012304,Rural,7,2,5617.0,0.679,0.6,7,0,18.5,8.7,1.42,55,4,4,0.703,3.2,176,Primary,Farmer,2,0,Low,0,2,0,1,802.4285714285714,2.642857142857143,13.75,0.6910000000000001,2.0
BEN_012305,Urban,1,4,62377.0,0.956,0.4,7,1,33.0,5.4,2.0,300,3,10,0.801,1.0,50,Secondary,Service,3,1,High,1,3,2,0,62377.0,33.0,100.0,0.8785000000000001,1.5
BEN_012306,Rural,5,3,4317.0,0.733,15.3,7,0,38.1,17.2,1.54,20,4,11,0.625,2.8,215,Illiterate,Farmer,0,0,Very Low,0,1,0,3,863.4,7.62,5.0,0.679,0.0
BEN_012307,Rural,6,4,10732.0,0.619,4.7,13,0,5.0,2.7,1.12,68,3,8,0.641,0.7,50,Secondary,Shopkeeper,2,0,Low,0,3,3,1,1788.6666666666667,0.8333333333333334,22.666666666666668,0.63,2.0
BEN_012308,Urban,6,4,15833.0,0.961,0.2,5,0,80.8,29.6,2.05,120,4,5,0.726,0.5,149,Primary,Shopkeeper,2,0,Medium,1,2,3,2,2638.8333333333335,13.466666666666667,30.0,0.8434999999999999,2.0
BEN_012309,Rural,5,1,10940.0,0.56,7.3,45,0,10.5,7.3,1.54,31,4,5,0.456,8.2,168,Graduate,Farmer,1,1,Very Low,0,0,0,3,2188.0,2.1,7.75,0.508,1.0
BEN_012310,Urban,4,4,28377.0,0.531,26.6,12,1,90.4,20.4,2.82,171,9,2,0.419,5.3,1051,Secondary,Shopkeeper,5,1,High,1,3,3,0,7094.25,22.6,19.0,0.475,2.5
BEN_012311,Rural,5,4,16527.0,0.48,31.4,3,1,24.8,14.1,1.06,148,5,5,0.5,1.5,50,Secondary,Service,0,1,Very Low,0,3,2,3,3305.4,4.96,29.6,0.49,0.0
BEN_012312,Rural,4,2,2328.0,0.824,26.7,23,0,56.7,18.5,0.8,253,1,17,0.752,5.7,159,Primary,Laborer,7,0,High,0,2,1,0,582.0,14.175,253.0,0.788,7.0
BEN_012313,Rural,4,1,11220.0,0.837,1.8,6,0,5.0,2.3,1.49,95,3,23,0.668,3.4,50,Primary,Farmer,0,0,Very Low,0,2,0,3,2805.0,1.25,31.666666666666668,0.7525,0.0
BEN_012314,Rural,4,2,12789.0,0.397,9.7,0,1,19.6,13.6,1.04,161,4,5,0.378,1.5,259,Secondary,Farmer,2,1,Medium,0,3,0,2,3197.25,4.9,40.25,0.3875,1.0
BEN_012315,Rural,4,2,4478.0,0.931,0.2,2,0,5.0,1.7,0.86,126,3,1,0.965,0.4,190,Graduate,Laborer,0,0,Low,0,0,1,1,1119.5,1.25,42.0,0.948,0.0
BEN_012316,Rural,6,1,14963.0,0.946,5.8,4,0,5.0,3.1,0.8,20,3,1,0.777,4.7,50,Illiterate,Laborer,0,0,Very Low,0,1,1,3,2493.8333333333335,0.8333333333333334,6.666666666666667,0.8614999999999999,0.0
BEN_012317,Rural,6,1,7309.0,0.653,43.7,4,1,18.0,4.4,1.38,84,2,4,0.622,0.1,144,Primary,Laborer,2,1,Medium,0,2,1,2,1218.1666666666667,3.0,42.0,0.6375,1.0
BEN_012318,Rural,3,1,8949.0,0.473,7.7,4,0,9.1,4.6,0.86,74,3,9,0.244,8.0,183,Graduate,Laborer,2,0,Low,0,0,1,1,2983.0,3.033333333333333,24.666666666666668,0.3585,2.0
BEN_012319,Rural,5,2,30629.0,0.575,6.1,2,0,31.0,24.2,2.1,131,5,2,0.529,3.7,173,Primary,Shopkeeper,3,0,High,0,2,3,0,6125.8,6.2,26.2,0.552,3.0
BEN_012320,Urban,4,6,49885.0,0.438,17.0,56,0,63.8,13.3,2.59,532,4,1,0.489,9.9,50,Secondary,Laborer,3,1,Medium,1,3,1,2,12471.25,15.95,133.0,0.4635,3.0
BEN_012321,Rural,4,2,14252.0,0.459,1.6,12,0,7.5,2.7,1.47,20,1,1,0.502,8.2,50,Illiterate,Farmer,0,0,Very Low,0,1,0,3,3563.0,1.875,20.0,0.48050000000000004,0.0
BEN_012322,Urban,3,4,29514.0,0.779,1.4,37,0,83.9,18.1,1.36,307,2,6,0.72,1.5,275,Graduate,Service,7,0,High,1,0,2,0,9838.0,27.96666666666667,153.5,0.7495,7.0
BEN_012323,Rural,5,2,5855.0,0.979,1.1,14,0,10.7,7.3,0.8,134,1,6,0.748,0.8,161,Secondary,Shopkeeper,1,0,Very Low,0,3,3,3,1171.0,2.1399999999999997,134.0,0.8634999999999999,1.0
BEN_012324,Rural,5,2,7095.0,0.895,3.8,13,0,49.6,37.4,1.28,137,2,5,0.798,0.2,228,Illiterate,Laborer,2,0,Medium,0,1,1,2,1419.0,9.92,68.5,0.8465,2.0
BEN_012325,Rural,4,4,10595.0,0.564,20.0,12,0,5.2,2.8,1.62,158,1,0,0.365,4.9,50,Graduate,Farmer,2,0,Low,0,0,0,1,2648.75,1.3,158.0,0.46449999999999997,2.0
BEN_012326,Urban,6,2,6769.0,0.642,4.1,4,1,293.8,108.7,1.63,815,2,19,0.551,4.1,1735,Graduate,Laborer,10,1,High,1,0,1,0,1128.1666666666667,48.96666666666667,407.5,0.5965,5.0
BEN_012327,Urban,4,2,82807.0,0.783,8.5,19,0,96.7,15.1,1.63,399,3,8,0.755,0.5,234,Primary,Service,5,0,High,1,2,2,0,20701.75,24.175,133.0,0.769,5.0
BEN_012328,Rural,7,4,6776.0,0.303,11.6,55,0,35.1,20.0,1.47,117,1,10,0.255,8.3,50,Illiterate,Farmer,2,0,Medium,0,1,0,2,968.0,5.014285714285714,117.0,0.279,2.0
BEN_012329,Urban,4,3,38109.0,0.79,7.4,23,0,117.3,40.1,2.32,599,5,0,0.649,2.7,857,Secondary,Service,8,0,High,1,3,2,0,9527.25,29.325,119.8,0.7195,8.0
BEN_012330,Rural,7,1,20074.0,0.718,24.7,24,0,60.1,31.5,0.93,162,2,2,0.715,0.5,236,Primary,Shopkeeper,3,0,High,0,2,3,0,2867.714285714286,8.585714285714285,81.0,0.7164999999999999,3.0
BEN_012331,Rural,3,4,10359.0,0.33,17.3,3,0,5.0,2.1,1.06,139,2,6,0.201,1.4,246,Secondary,Shopkeeper,1,1,Medium,0,3,3,2,3453.0,1.6666666666666667,69.5,0.2655,1.0
BEN_012332,Urban,5,3,48635.0,0.854,8.5,10,0,161.1,46.6,1.9,599,1,10,0.862,1.2,492,Secondary,Service,10,0,High,1,3,2,0,9727.0,32.22,599.0,0.858,10.0
BEN_012333,Urban,5,3,80748.0,0.549,1.3,9,0,72.0,19.4,1.75,153,3,9,0.385,7.6,112,Graduate,Laborer,1,0,Medium,1,0,1,2,16149.6,14.4,51.0,0.467,1.0
BEN_012334,Urban,1,3,14661.0,0.696,11.1,8,0,5.1,0.7,1.61,157,4,7,0.607,4.0,50,Illiterate,Service,1,0,Very Low,1,1,2,3,14661.0,5.1,39.25,0.6515,1.0
BEN_012335,Rural,6,2,27903.0,0.801,5.1,5,0,5.2,3.5,1.47,139,2,14,0.894,0.5,50,Illiterate,Farmer,0,0,Very Low,0,1,0,3,4650.5,0.8666666666666667,69.5,0.8475,0.0
BEN_012336,Rural,2,4,25071.0,0.729,5.3,5,0,10.6,3.5,1.22,106,2,10,0.669,5.2,50,Secondary,Laborer,1,0,Low,0,3,1,1,12535.5,5.3,53.0,0.6990000000000001,1.0
BEN_012337,Rural,2,3,5698.0,0.676,1.6,5,0,28.5,16.3,1.05,150,2,5,0.641,2.8,403,Illiterate,Laborer,2,0,High,0,1,1,0,2849.0,14.25,75.0,0.6585000000000001,2.0
BEN_012338,Rural,8,3,15073.0,0.662,2.1,25,3,19.4,12.3,1.54,121,2,11,0.738,0.3,83,Secondary,Laborer,2,1,Low,0,3,1,1,1884.125,2.425,60.5,0.7,0.5
BEN_012339,Urban,3,3,47572.0,0.398,1.8,37,1,79.8,10.8,2.76,614,1,10,0.272,18.5,50,Secondary,Service,7,1,High,1,3,2,0,15857.333333333334,26.599999999999998,614.0,0.335,3.5
BEN_012340,Rural,5,3,5549.0,0.802,1.6,0,0,8.1,4.1,1.31,20,3,0,0.785,0.1,102,Graduate,Shopkeeper,1,0,Low,0,0,3,1,1109.8,1.6199999999999999,6.666666666666667,0.7935000000000001,1.0
BEN_012341,Rural,4,2,20733.0,0.738,12.5,7,0,32.4,24.5,1.1,98,6,1,0.633,3.6,50,Secondary,Laborer,1,0,Medium,0,3,1,2,5183.25,8.1,16.333333333333332,0.6855,1.0
BEN_012342,Rural,5,3,11863.0,0.616,8.5,13,0,13.7,8.1,1.59,178,2,10,0.43,2.0,207,Secondary,Farmer,3,0,Very Low,0,3,0,3,2372.6,2.7399999999999998,89.0,0.523,3.0
BEN_012343,Rural,6,2,50893.0,0.639,6.2,10,1,18.1,7.4,1.87,25,4,4,0.702,0.2,50,Secondary,Farmer,0,1,Low,0,3,0,1,8482.166666666666,3.016666666666667,6.25,0.6705,0.0
BEN_012344,Rural,7,1,8441.0,0.659,2.6,2,0,31.7,14.5,1.18,86,2,6,0.526,0.8,50,Secondary,Shopkeeper,1,0,Low,0,3,3,1,1205.857142857143,4.5285714285714285,43.0,0.5925,1.0
BEN_012345,Rural,2,2,5651.0,0.786,0.4,33,0,5.0,2.9,1.05,52,2,25,0.717,1.4,50,Illiterate,Service,1,0,Low,0,1,2,1,2825.5,2.5,26.0,0.7515000000000001,1.0
